Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,TotPurchases,AcceptedCmps,Complain,Response,Age,Customer_Days
35790.0,54,12,6,20,30,1,2,5,0,False,False,43,2702
82582.0,54,510,120,550,156,40,1,20,1,False,True,43,2181
66373.0,57,328,9,124,12,24,7,16,0,False,False,42,2541
82384.0,55,984,51,432,180,120,1,26,5,False,True,65,2746
70287.0,30,295,35,482,121,120,1,20,0,False,True,54,2612
27938.0,31,13,0,8,2,1,1,5,0,False,False,32,2221
55954.0,63,447,0,28,0,0,3,16,0,False,False,52,2277
75777.0,12,712,26,538,69,13,1,20,4,False,True,38,2519
66653.0,18,452,18,102,16,18,4,18,0,False,False,45,2819
61823.0,26,523,7,134,37,14,4,20,0,False,False,68,2655
67680.0,8,546,0,48,0,6,1,18,0,False,False,69,2542
70666.0,29,398,40,367,119,122,1,15,0,False,False,72,2364
25721.0,75,1,3,6,3,6,1,4,0,False,True,49,2563
32474.0,0,10,0,1,0,0,1,3,0,False,False,53,2208
88194.0,19,688,14,309,201,24,1,31,1,False,True,41,2261
69096.0,4,247,49,159,7,82,1,17,0,False,False,62,2434
74854.0,90,856,59,487,58,29,7,12,0,False,False,50,2606
66991.0,1,496,36,460,189,60,3,18,0,False,False,66,2815
65031.0,29,258,107,291,84,37,4,26,0,False,False,61,2628
60631.0,88,565,6,65,0,6,5,19,4,False,False,45,2609
28332.0,58,14,10,13,4,15,1,7,0,False,False,68,2219
40246.0,68,2,1,6,2,1,1,3,0,False,False,43,2716
75251.0,34,721,111,925,97,18,1,18,0,False,True,48,2830
75825.0,40,1032,105,779,137,105,0,22,3,False,True,44,2784
26326.0,12,1,0,5,0,3,1,3,0,True,False,44,2457
56046.0,9,577,0,64,0,0,2,19,3,False,True,55,2702
29760.0,87,64,4,68,7,5,4,8,0,False,False,35,2828
26304.0,5,4,1,5,2,0,1,3,0,False,False,51,2530
23559.0,87,25,5,19,7,0,3,6,0,False,False,47,2520
81361.0,18,163,23,424,27,65,1,26,0,False,False,33,2283
29440.0,95,17,8,14,10,4,2,5,0,False,False,60,2481
36138.0,48,130,0,16,0,0,5,8,4,False,False,50,2507
50388.0,3,292,6,37,0,3,4,13,1,False,True,63,2191
79593.0,70,350,60,568,110,133,1,18,5,False,False,47,2207
54178.0,79,135,9,39,4,0,1,9,0,False,False,53,2318
42394.0,69,15,2,10,0,1,1,4,0,False,False,48,2257
23626.0,84,27,2,14,0,0,3,7,0,False,False,50,2195
30096.0,30,5,3,11,12,5,1,5,0,False,False,37,2197
47916.0,72,505,0,26,0,0,5,17,4,False,False,60,2743
51813.0,37,51,2,7,0,1,2,5,0,False,False,48,2603
78497.0,44,207,26,447,75,0,1,24,1,False,False,69,2369
50150.0,32,135,46,92,65,61,2,14,0,False,False,37,2533
47823.0,0,53,1,5,2,1,2,5,0,False,False,60,2500
34554.0,43,41,1,6,2,0,2,5,0,False,False,61,2250
85693.0,59,386,172,183,185,132,2,25,0,False,False,41,2594
65846.0,68,562,81,276,80,40,1,15,0,False,False,75,2567
87195.0,35,217,76,690,50,26,1,19,0,False,True,61,2211
24594.0,94,1,3,6,10,0,1,4,0,False,False,41,2360
49096.0,15,144,1,32,2,1,4,9,0,False,False,56,2437
52413.0,56,295,106,271,75,98,4,22,0,False,False,51,2671
38557.0,17,76,3,31,4,4,2,7,0,False,False,42,2716
89058.0,18,454,194,106,31,22,1,13,0,False,False,60,2728
77298.0,46,425,115,292,23,35,1,23,0,False,False,41,2398
68126.0,40,1332,17,311,23,51,1,16,4,False,True,29,2755
57288.0,27,527,0,21,0,0,3,17,4,False,False,57,2163
86037.0,95,490,44,125,29,20,1,24,4,False,True,29,2702
43974.0,19,378,0,101,0,0,5,16,0,False,False,40,2723
50785.0,27,64,1,21,0,1,2,6,0,False,False,58,2451
90765.0,25,547,99,812,151,82,0,15,1,False,False,50,2315
36550.0,74,47,90,94,123,103,5,15,0,False,False,42,2654
30753.0,85,12,5,25,0,9,2,5,0,False,False,53,2512
21918.0,37,1,6,7,11,5,2,5,0,False,False,51,2386
56129.0,65,320,48,133,39,72,4,18,0,False,False,67,2533
32557.0,13,34,3,29,0,4,3,6,0,False,True,53,2284
19510.0,63,9,0,7,3,4,2,4,0,False,False,35,2457
30992.0,83,17,0,14,7,3,1,4,0,False,False,44,2592
101970.0,69,722,27,102,44,72,0,27,1,False,True,37,2633
71488.0,87,162,33,124,40,28,2,14,0,False,False,55,2655
79607.0,37,450,133,951,173,0,1,15,0,False,True,36,2593
54348.0,51,70,0,16,0,0,2,6,0,False,False,67,2180
77376.0,72,492,19,110,16,12,4,19,0,False,False,64,2209
62998.0,10,120,58,73,65,89,5,14,0,False,False,68,2431
61331.0,42,534,5,47,0,5,5,18,0,False,False,62,2635
73448.0,10,236,106,189,23,41,1,18,0,False,False,51,2298
41551.0,51,220,0,33,3,0,5,11,0,False,False,56,2478
62981.0,21,796,14,590,38,44,1,22,4,False,False,53,2628
9548.0,31,0,1,3,10,6,2,4,0,False,False,44,2849
33762.0,61,53,1,34,2,0,3,6,0,False,False,61,2516
35860.0,37,15,0,8,4,2,2,4,3,False,True,47,2200
36921.0,74,17,1,12,3,1,2,5,0,False,False,55,2495
92859.0,46,962,61,921,52,61,1,21,0,False,False,28,2777
65104.0,4,738,0,232,13,20,2,15,0,False,True,44,2386
86111.0,73,399,28,756,36,40,1,22,0,False,False,58,2595
68352.0,47,614,16,132,43,33,3,22,0,False,False,46,2464
41883.0,13,32,34,41,73,16,3,9,0,False,False,32,2626
59809.0,36,598,16,141,32,41,3,12,0,False,False,44,2778
23957.0,47,2,1,18,20,11,1,5,0,False,True,45,2768
38547.0,49,6,1,10,0,1,1,3,0,True,False,39,2464
35688.0,94,73,3,90,12,1,7,9,0,False,False,47,2835
49605.0,65,42,16,29,12,20,1,7,0,False,False,54,2167
59354.0,59,295,21,78,39,13,1,15,0,False,False,67,2225
65747.0,96,346,17,48,23,13,4,15,4,False,False,51,2273
46344.0,28,233,20,57,8,20,4,13,0,False,False,48,2721
34176.0,12,5,7,24,19,14,4,7,0,False,False,32,2207
61010.0,57,888,0,57,0,0,2,24,0,False,False,68,2787
69372.0,10,997,26,269,34,13,1,20,4,False,True,71,2654
49967.0,4,212,6,69,4,12,3,12,0,False,False,62,2515
60199.0,49,8,1,7,2,0,1,3,0,False,False,42,2449
55375.0,3,42,11,57,10,28,1,8,0,False,False,43,2414
80317.0,64,536,11,387,149,91,1,17,0,False,False,65,2472
30523.0,0,5,0,3,0,0,1,3,0,False,False,62,2522
70356.0,20,1349,16,249,43,16,2,25,0,False,False,75,2760
23228.0,91,53,3,49,7,4,4,7,0,False,False,36,2334
74165.0,9,1001,12,240,16,12,1,19,0,False,False,45,2583
43482.0,83,18,1,32,6,3,3,6,0,False,False,54,2387
62551.0,27,125,16,98,134,21,1,17,3,False,False,67,2382
52332.0,63,212,5,33,7,0,1,11,4,False,False,61,2464
66951.0,46,277,162,305,173,76,1,14,0,False,False,32,2398
26091.0,84,15,10,19,8,17,3,6,0,False,False,63,2283
33456.0,58,7,3,10,8,1,2,4,0,False,False,55,2228
28718.0,78,12,4,6,11,8,2,5,0,False,False,38,2510
50447.0,4,85,7,24,2,3,1,7,0,False,False,50,2228
53537.0,17,81,0,6,0,0,2,6,0,False,False,61,2309
52074.0,77,59,0,12,0,0,1,6,3,False,False,53,2245
80427.0,56,1149,71,449,69,71,1,27,0,False,False,45,2814
83837.0,79,847,66,119,86,89,1,24,1,False,True,72,2719
38853.0,90,29,0,14,0,0,2,5,0,False,False,50,2196
38285.0,96,2,0,5,2,0,1,3,0,False,False,61,2164
51650.0,81,152,3,22,2,5,1,9,0,False,False,44,2208
16248.0,77,12,11,10,3,12,3,6,0,False,False,32,2209
66835.0,21,620,26,195,34,17,1,23,0,False,False,74,2433
30477.0,16,47,1,6,0,0,1,5,0,False,False,36,2317
28249.0,80,1,9,7,2,14,1,5,0,False,False,59,2173
25271.0,45,10,1,18,10,4,1,4,0,False,False,37,2730
32303.0,63,35,0,2,0,0,2,5,0,False,False,50,2272
61286.0,34,356,0,107,19,9,2,16,0,False,False,54,2490
74068.0,14,783,30,537,140,76,1,23,0,False,False,44,2626
45759.0,13,42,1,18,3,0,2,5,0,False,False,56,2650
24882.0,52,1,4,10,29,0,1,4,3,False,False,42,2817
66973.0,98,466,22,432,147,113,1,27,0,False,False,31,2567
38872.0,93,23,3,21,3,19,2,6,0,False,False,32,2554
51148.0,38,235,6,45,8,9,4,12,0,False,False,47,2655
31353.0,24,10,0,10,3,1,2,4,0,False,False,43,2341
69661.0,80,656,16,106,32,16,1,22,0,False,False,40,2206
80067.0,82,519,17,813,27,173,1,16,5,False,False,66,2442
86718.0,20,344,189,482,50,33,1,16,0,False,False,66,2687
46854.0,81,96,1,79,7,1,6,9,3,False,True,47,2249
69142.0,50,448,4,34,6,4,3,16,4,False,False,68,2159
75922.0,60,265,138,553,224,23,1,17,0,False,False,52,2361
63693.0,63,587,43,337,42,87,3,26,0,False,False,42,2417
102160.0,54,763,29,138,76,176,0,26,1,False,True,43,2763
40637.0,72,22,0,13,0,0,2,4,0,False,False,55,2506
18890.0,5,6,4,1,7,2,1,3,3,False,True,36,2755
29604.0,88,7,6,13,7,6,1,4,3,False,False,32,2362
48721.0,50,81,18,113,47,13,6,11,0,False,False,57,2571
44794.0,99,54,0,7,0,0,1,5,0,False,False,54,2180
64497.0,17,1170,48,320,42,32,5,24,3,False,True,66,2816
46097.0,11,72,24,68,65,4,5,10,0,False,False,64,2614
77972.0,18,613,22,319,33,102,1,19,0,False,False,66,2262
44377.0,70,224,0,30,0,0,8,11,0,False,False,52,2791
46014.0,21,410,0,59,19,9,10,16,0,False,False,46,2683
70951.0,66,239,10,554,254,87,1,16,0,False,False,35,2580
41443.0,79,171,7,171,25,19,6,14,0,False,False,43,2248
52195.0,2,12,0,4,0,0,1,3,0,False,False,42,2207
83790.0,81,1076,16,417,42,48,1,24,4,False,False,72,2385
44551.0,24,182,4,33,0,0,2,10,0,False,False,66,2461
69508.0,48,824,32,162,42,32,2,26,0,False,False,40,2751
45204.0,93,30,11,25,29,1,1,6,0,False,False,32,2238
72460.0,56,377,10,540,80,30,1,15,0,False,False,51,2386
77622.0,3,520,7,154,19,0,2,20,0,False,False,50,2235
30732.0,44,155,1,25,0,1,4,9,0,False,False,40,2699
63887.0,38,897,23,207,15,11,5,27,0,False,False,58,2818
42011.0,46,131,0,16,2,1,4,8,0,False,False,42,2619
51369.0,84,297,7,79,0,11,2,14,0,False,False,44,2771
51537.0,27,787,20,204,0,0,3,15,0,False,False,68,2726
79930.0,72,792,86,740,67,51,1,16,0,False,False,48,2849
34320.0,66,4,1,9,3,0,1,3,0,False,False,34,2292
37070.0,30,231,7,137,4,15,9,14,0,False,True,54,2625
81975.0,2,983,76,184,180,138,1,13,5,False,False,58,2699
38590.0,65,3,1,8,4,3,1,3,0,False,False,49,2569
15033.0,37,0,4,5,6,0,1,4,0,False,False,69,2233
62745.0,89,562,21,464,28,10,3,26,0,False,False,55,2622
22212.0,49,5,9,20,6,8,2,6,0,False,False,45,2361
23661.0,46,18,0,4,0,0,1,4,0,False,False,38,2366
79761.0,32,415,5,124,15,35,1,18,0,False,False,62,2427
7500.0,54,5,3,10,12,7,4,7,0,False,False,47,2344
73455.0,98,901,61,757,186,163,1,21,4,False,False,52,2403
64961.0,97,382,114,276,75,124,2,14,0,False,False,62,2712
22804.0,75,14,1,7,2,1,1,4,0,False,False,49,2492
73687.0,8,559,153,503,218,13,1,21,1,False,True,30,2372
61074.0,37,789,0,133,0,28,7,24,0,False,False,62,2840
31686.0,31,11,0,5,0,0,2,4,0,False,False,56,2183
80134.0,40,1218,16,272,104,0,2,14,1,False,True,48,2564
75027.0,74,925,64,179,133,12,2,19,0,False,False,67,2695
67546.0,90,864,134,768,150,38,1,19,0,False,False,32,2826
65176.0,57,960,28,183,220,70,4,21,0,False,False,51,2767
31160.0,59,16,3,25,6,1,2,5,0,False,False,45,2445
29938.0,52,3,3,7,0,2,2,4,0,False,False,35,2404
102692.0,5,168,148,444,32,172,1,28,1,False,True,46,2609
26490.0,92,45,47,52,21,20,2,9,0,False,False,62,2804
75702.0,77,650,28,353,45,42,5,21,0,False,False,53,2828
30899.0,35,24,0,8,0,0,2,4,0,False,False,46,2783
63342.0,48,918,21,118,13,10,3,16,4,False,False,59,2780
45989.0,97,138,33,87,28,24,4,12,0,False,False,56,2774
18701.0,95,12,4,2,10,6,4,6,0,False,False,56,2549
40737.0,24,11,0,4,0,0,1,3,0,False,False,63,2362
15287.0,60,1,2,8,4,3,2,4,3,False,True,41,2786
69674.0,46,554,41,215,11,0,3,22,0,False,False,52,2562
44159.0,85,167,2,62,24,13,4,11,0,False,False,50,2171
37717.0,31,9,0,6,4,1,1,3,0,False,False,42,2742
43776.0,9,177,2,71,3,2,6,11,0,False,True,68,2670
38179.0,30,38,4,22,4,2,4,7,0,False,False,54,2631
80124.0,47,483,84,398,205,84,1,18,3,False,False,57,2162
38097.0,70,77,2,35,0,1,4,7,3,False,True,50,2781
72940.0,13,182,74,298,162,149,1,12,0,False,False,50,2534
22070.0,11,10,7,19,8,2,2,6,0,False,False,50,2427
69267.0,31,778,44,499,95,73,2,12,0,False,True,67,2804
31788.0,15,16,7,23,0,8,3,7,0,True,False,37,2260
61905.0,2,167,0,43,6,2,2,10,0,False,False,45,2304
29315.0,55,13,2,14,8,7,4,6,0,False,False,60,2243
33378.0,38,33,6,40,3,7,3,6,0,False,False,57,2667
66313.0,86,625,7,99,10,22,2,21,0,False,False,57,2445
60714.0,56,216,162,224,101,92,2,21,0,False,True,64,2687
77882.0,29,68,129,396,188,22,1,11,0,False,False,39,2219
69867.0,30,196,0,512,33,130,1,16,1,False,True,34,2612
63841.0,64,635,15,100,20,7,1,21,0,False,False,52,2593
24480.0,46,4,19,9,28,25,3,7,0,False,False,39,2662
65640.0,74,204,7,149,20,15,1,14,0,False,False,46,2279
44319.0,18,26,0,8,0,0,2,5,0,False,False,45,2232
30631.0,75,15,6,20,4,5,1,6,0,False,False,46,2511
75278.0,17,304,98,230,150,74,1,22,0,False,False,68,2675
50898.0,88,285,28,242,55,114,13,20,0,False,False,64,2696
79946.0,19,395,183,565,166,141,1,21,0,False,False,54,2207
35416.0,62,248,3,81,4,3,3,13,0,False,False,71,2540
32414.0,11,20,6,5,0,9,1,4,3,False,False,36,2519
38361.0,74,39,0,56,20,8,3,7,0,False,False,51,2343
82497.0,32,777,129,573,216,21,1,18,5,False,False,40,2765
16626.0,76,8,3,22,21,1,3,6,0,False,False,49,2324
29672.0,6,9,1,3,0,4,1,3,0,False,False,55,2633
55951.0,62,1241,0,80,0,13,3,20,2,False,False,68,2834
35388.0,20,6,4,7,4,3,1,4,0,False,False,32,2638
42386.0,43,65,4,16,0,4,1,6,0,False,False,34,2691
68627.0,45,395,15,263,60,54,1,11,0,False,False,38,2692
57912.0,34,801,0,80,0,0,5,23,4,False,False,55,2263
35246.0,53,36,0,12,2,2,4,7,0,False,False,62,2233
58821.0,44,513,14,154,19,0,1,20,0,False,False,64,2419
46377.0,89,37,0,46,4,3,1,6,0,False,False,42,2279
39747.0,43,80,15,93,20,13,3,10,0,False,False,32,2236
23976.0,68,14,1,21,2,3,3,7,0,False,False,36,2343
80950.0,44,525,147,112,219,147,1,22,1,False,False,59,2617
27038.0,64,1,26,25,17,23,1,6,0,False,True,54,2808
77457.0,85,675,11,400,15,45,1,17,5,False,False,73,2275
64100.0,93,509,0,27,0,0,1,17,4,False,False,56,2451
42670.0,12,154,2,46,20,4,1,10,0,False,False,28,2587
12571.0,86,3,5,14,2,12,4,7,0,False,False,44,2321
22574.0,28,25,0,8,2,0,2,5,0,False,False,53,2403
70893.0,42,768,44,561,77,44,1,22,0,False,False,44,2667
54198.0,13,185,0,28,3,2,6,10,0,False,False,54,2353
28839.0,86,24,0,7,0,0,2,5,0,False,False,64,2269
40321.0,59,44,4,21,6,0,2,6,0,False,False,48,2494
66503.0,30,91,64,128,65,3,2,13,0,False,False,35,2843
30833.0,33,11,0,7,3,1,2,4,0,False,False,69,2507
64795.0,23,412,5,119,38,29,3,18,0,False,False,49,2687
34421.0,81,3,3,7,6,2,1,3,0,False,False,46,2522
47025.0,6,16,0,3,0,0,1,3,0,False,False,55,2299
64325.0,41,731,60,353,78,12,5,18,0,False,False,59,2666
40464.0,78,424,17,118,7,23,6,18,0,False,False,67,2693
62187.0,49,792,0,275,45,45,1,17,0,False,False,63,2518
14849.0,39,21,2,28,3,2,3,6,0,False,False,44,2521
27255.0,3,22,1,11,0,1,1,4,0,False,False,36,2393
54432.0,37,33,0,5,0,0,1,4,0,False,False,70,2575
29999.0,22,68,7,59,10,5,4,8,0,False,False,34,2660
24072.0,79,9,1,6,3,0,1,3,0,False,False,37,2598
33996.0,46,40,2,15,8,0,1,5,0,False,False,31,2450
66334.0,82,909,11,218,0,0,2,17,0,False,True,64,2611
35178.0,10,23,1,13,2,2,1,4,3,False,True,49,2694
22010.0,51,11,2,9,3,0,2,5,0,False,False,37,2523
62204.0,38,317,46,247,151,46,1,21,0,False,False,60,2814
75693.0,10,797,153,293,72,97,1,21,1,False,True,52,2729
30675.0,14,10,2,16,11,2,1,4,0,False,False,48,2753
83003.0,18,856,61,570,40,25,1,21,5,False,True,55,2642
68655.0,95,456,19,832,75,118,1,20,0,False,False,32,2847
41411.0,11,37,32,38,11,3,1,7,0,False,False,34,2363
55212.0,65,1103,0,45,0,0,3,17,2,False,False,51,2742
59292.0,71,378,14,68,19,14,2,16,0,False,False,70,2540
27190.0,13,1,6,7,0,1,1,3,3,False,True,47,2477
82623.0,58,204,34,204,172,153,1,15,0,False,False,68,2390
44300.0,65,30,0,9,0,0,2,4,0,False,False,55,2530
84835.0,0,189,104,379,111,189,1,14,0,False,True,50,2172
30372.0,33,15,0,12,7,3,3,5,0,False,False,49,2710
33181.0,90,9,0,3,0,0,1,3,3,False,False,44,2336
71113.0,95,495,33,255,11,33,4,22,0,False,False,63,2353
71952.0,93,656,80,455,52,107,2,20,3,False,False,34,2694
69759.0,38,452,20,514,13,30,3,15,0,False,True,54,2403
72099.0,18,546,91,410,119,0,1,17,0,False,False,46,2769
60000.0,57,1048,0,217,0,0,5,19,0,False,False,44,2713
38643.0,45,22,2,14,0,1,2,5,0,True,False,42,2371
50737.0,61,78,0,11,0,0,1,6,4,False,False,65,2573
68462.0,6,561,64,785,84,128,1,14,0,False,False,51,2723
65073.0,65,629,17,177,69,0,1,13,0,True,False,77,2472
46681.0,52,269,15,69,15,19,2,14,0,False,False,72,2423
78618.0,87,736,163,818,212,163,1,21,4,False,False,63,2798
62187.0,38,512,0,83,0,0,3,18,0,False,False,51,2258
28442.0,53,19,3,10,11,8,3,7,0,False,False,42,2284
51479.0,67,247,8,160,6,8,7,15,0,False,False,53,2707
54803.0,65,404,0,92,28,27,2,17,0,False,False,51,2836
79530.0,64,333,0,815,129,42,1,25,0,False,False,60,2567
31615.0,82,2,3,20,6,11,2,5,0,False,False,44,2629
72025.0,27,833,33,549,151,133,1,15,0,False,False,58,2748
52614.0,63,789,0,142,12,9,2,14,0,False,False,45,2734
35684.0,66,10,4,7,0,6,1,4,0,False,False,36,2227
48178.0,69,159,4,45,6,2,6,10,0,False,False,45,2768
29548.0,52,7,1,6,3,1,1,4,3,False,False,50,2463
63810.0,45,977,12,253,16,12,4,19,4,False,False,54,2754
38578.0,2,38,4,22,3,3,3,6,0,False,True,48,2531
46098.0,86,57,0,27,0,0,4,7,0,False,False,45,2839
22585.0,23,3,9,15,13,2,1,4,3,False,True,50,2627
30279.0,13,10,4,14,4,4,1,4,0,False,False,31,2705
66426.0,14,1043,24,97,32,24,2,18,0,False,False,59,2429
30822.0,92,3,9,13,2,12,1,4,0,False,False,51,2539
33581.0,38,11,0,5,0,0,1,3,0,False,False,51,2696
19986.0,74,3,6,5,0,2,1,3,0,False,False,35,2386
27421.0,14,43,12,96,78,40,3,11,0,False,False,66,2723
36143.0,33,12,0,1,0,0,1,3,0,False,False,39,2250
10245.0,32,4,7,7,6,4,3,5,0,False,False,49,2569
43795.0,11,314,11,53,4,3,3,14,4,False,True,52,2415
63381.0,78,571,50,142,33,50,4,22,0,False,False,60,2791
38823.0,56,70,0,11,2,8,1,6,0,False,False,71,2827
83664.0,57,866,21,151,28,21,3,16,0,False,False,52,2576
90300.0,7,594,134,786,33,134,0,19,5,False,False,41,2336
62499.0,0,140,4,61,0,13,2,10,0,False,False,41,2361
74293.0,66,375,152,335,93,91,1,15,0,False,False,27,2215
51012.0,86,102,9,63,2,9,1,9,0,False,False,74,2596
70777.0,80,554,35,113,0,7,3,20,0,False,False,52,2283
68682.0,56,919,0,505,99,30,1,23,0,False,False,29,2425
43824.0,18,96,1,42,12,3,4,8,0,False,False,49,2811
15345.0,51,5,2,16,3,2,2,4,0,False,True,36,2826
23442.0,71,2,0,6,8,6,1,4,0,False,False,33,2711
14515.0,71,6,4,9,6,36,4,7,0,False,True,40,2756
31395.0,80,23,1,25,0,8,4,6,0,False,False,64,2622
75276.0,2,610,105,125,137,42,1,22,0,False,False,55,2799
42373.0,83,67,5,61,3,8,5,8,0,False,False,46,2477
30507.0,29,65,36,74,38,20,1,10,0,False,False,60,2634
55521.0,11,416,0,26,0,0,9,15,4,False,True,65,2409
48006.0,55,23,0,11,3,2,1,4,0,False,False,55,2179
27213.0,19,19,3,26,10,9,3,6,0,False,True,48,2827
65808.0,1,155,7,80,13,7,3,11,0,False,False,49,2189
30351.0,19,14,0,24,3,3,1,5,0,False,False,46,2547
50437.0,28,370,9,92,6,9,3,16,0,False,False,57,2779
23616.0,76,4,22,11,3,7,2,6,0,False,True,38,2748
53858.0,50,407,53,221,58,150,4,13,0,False,False,44,2756
66465.0,1,1200,0,204,38,29,3,32,1,False,False,65,2615
46923.0,90,85,44,54,102,78,3,13,0,False,False,33,2835
75072.0,83,583,34,309,0,22,2,17,0,False,False,58,2681
75865.0,73,483,0,591,156,0,1,18,0,False,False,77,2249
19789.0,24,2,5,9,28,6,3,6,3,False,False,45,2380
80134.0,11,966,26,282,52,26,1,20,1,False,False,26,2294
91065.0,33,822,114,108,179,137,1,25,1,False,True,39,2651
49505.0,4,604,0,100,19,0,9,20,0,False,False,49,2640
37401.0,14,19,3,19,3,1,2,5,0,False,False,47,2213
18492.0,75,2,2,2,2,1,1,3,0,False,False,38,2183
82584.0,26,1076,68,103,29,91,1,15,4,False,True,46,2549
93027.0,77,1285,42,716,55,0,0,22,5,False,False,79,2601
48686.0,8,10,0,7,2,0,1,3,0,False,False,67,2366
92910.0,42,551,137,792,179,103,1,26,1,False,False,34,2225
75433.0,28,800,0,297,0,34,2,17,1,False,False,31,2244
10404.0,52,2,2,11,10,6,2,5,0,False,False,31,2215
61314.0,1,378,0,189,97,172,2,22,0,False,False,52,2589
84865.0,1,1248,16,349,43,16,1,15,1,False,True,59,2575
42387.0,42,235,0,235,19,4,5,16,0,False,False,31,2767
67309.0,76,515,47,181,149,95,15,24,0,False,False,53,2681
75236.0,27,438,66,400,12,38,1,24,0,False,False,56,2375
30015.0,28,25,0,22,2,3,2,5,0,False,False,50,2306
50943.0,49,31,0,7,2,0,1,4,0,False,False,64,2532
67272.0,12,357,35,271,28,28,3,20,0,False,False,54,2349
51529.0,14,400,4,35,6,0,2,15,0,False,False,71,2454
32011.0,89,99,0,15,2,1,3,7,0,False,False,49,2470
7500.0,96,1,11,5,4,6,2,5,0,False,False,34,2666
28691.0,56,5,4,13,8,0,1,4,0,False,False,31,2519
56223.0,72,77,28,31,16,0,2,8,0,False,False,72,2350
18100.0,14,3,1,2,4,3,1,3,0,False,False,74,2486
20130.0,99,0,6,3,7,6,1,4,0,False,False,46,2263
23295.0,72,0,0,1,2,12,1,3,0,False,False,61,2510
42618.0,92,76,14,74,13,5,2,9,0,False,False,48,2422
81246.0,87,398,190,537,61,156,1,16,1,False,False,56,2341
24027.0,7,14,7,11,11,0,2,5,0,False,False,44,2544
55707.0,91,208,7,82,30,66,2,14,0,False,False,67,2348
57959.0,71,430,16,322,43,24,5,22,0,False,False,65,2582
56796.0,24,656,38,161,62,47,3,24,0,False,False,51,2657
36230.0,17,14,2,30,8,2,1,6,0,False,False,49,2414
70829.0,87,141,70,106,72,19,2,14,0,False,False,40,2369
65991.0,21,507,19,364,25,47,3,24,0,False,False,44,2819
38988.0,90,164,24,103,12,3,7,12,0,False,False,48,2837
